Campaign,ID,Architecture,Stage,Training Fraction,Global Step,Overall,Room Size,Object Size,Object Counting,Absolute Distance,Relative Distance,Relative Direction Easy,Relative Direction Medium,Relative Direction Hard,Route Planning,Appearance Order,Direction Grouped,Total Samples,Room Size Samples,Object Size Samples,Object Counting Samples,Absolute Distance Samples,Relative Distance Samples,Relative Direction Easy Samples,Relative Direction Medium Samples,Relative Direction Hard Samples,Route Planning Samples,Appearance Order Samples,Evaluation Directory,Results JSON,Detail JSON
controlled,C,"L0 Cross-attn, dec12",5%,0.05,82,48.02504901482148,52.916666666666664,61.101783840503664,69.73451327433628,36.99040767386091,53.239436619718305,50.69124423963134,48.41269841269841,41.8230563002681,27.31958762886598,35.92233009708738,46.975666317532614,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p05_26536140_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p05_26536140_1/0910_1452_eval_official_controlled_C_cross_attn_dec12_llm0_once_p05_26484327_1_26536140_1_vlm_3r_model_args_b88cee/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p05_26536140_1/0910_1452_eval_official_controlled_C_cross_attn_dec12_llm0_once_p05_26484327_1_26536140_1_vlm_3r_model_args_b88cee/vsibench.json
controlled,C,"L0 Cross-attn, dec12",25%,0.25,406,52.50529470677863,60.62499999999999,67.12486883525709,67.48672566371681,40.10791366906475,55.91549295774648,52.53456221198156,52.64550264550265,46.38069705093834,40.72164948453608,37.54045307443366,50.520253969474176,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p25_26536141_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p25_26536141_1/0910_1517_eval_official_controlled_C_cross_attn_dec12_llm0_once_p25_26484327_1_26536141_1_vlm_3r_model_args_1d1634/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p25_26536141_1/0910_1517_eval_official_controlled_C_cross_attn_dec12_llm0_once_p25_26484327_1_26536141_1_vlm_3r_model_args_1d1634/vsibench.json
controlled,C,"L0 Cross-attn, dec12",50%,0.5,811,57.865729554151876,58.92361111111111,67.34522560335782,70.4070796460177,42.73381294964029,59.859154929577464,81.10599078341014,79.1005291005291,69.16890080428955,46.90721649484536,40.29126213592233,76.45847356274292,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p50_26536142_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p50_26536142_1/0910_1522_eval_official_controlled_C_cross_attn_dec12_llm0_once_p50_26484327_1_26536142_1_vlm_3r_model_args_73a47a/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/p50_26536142_1/0910_1522_eval_official_controlled_C_cross_attn_dec12_llm0_once_p50_26484327_1_26536142_1_vlm_3r_model_args_73a47a/vsibench.json
controlled,C,"L0 Cross-attn, dec12",Final,1.0,1622,60.60944047928047,63.78472222222222,69.89506820566632,70.95575221238938,48.90887290167865,64.64788732394366,84.33179723502305,85.18518518518519,71.84986595174263,46.90721649484536,39.32038834951456,80.45561612398363,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/final_26559604_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/final_26559604_1/0911_1543_eval_official_controlled_C_cross_attn_dec12_llm0_once_final_26484327_1_26559604_1_vlm_3r_model_args_6ca14b/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_C_cross_attn_dec12_llm0_once_26484327_1/final_26559604_1/0911_1543_eval_official_controlled_C_cross_attn_dec12_llm0_once_final_26484327_1_26559604_1_vlm_3r_model_args_6ca14b/vsibench.json
controlled,D,"L0 Add, dec12",1%,0.01,17,38.254599651208245,23.958333333333336,48.55194123819517,51.00884955752212,28.597122302158272,44.36619718309859,49.30875576036866,45.5026455026455,32.975871313672926,35.56701030927835,31.3915857605178,42.59575752556236,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p01_26536144_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p01_26536144_2/0910_1758_eval_official_controlled_D_add_dec12_llm0_once_p01_26484327_2_26536144_2_vlm_3r_model_args_ebee07/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p01_26536144_2/0910_1758_eval_official_controlled_D_add_dec12_llm0_once_p01_26484327_2_26536144_2_vlm_3r_model_args_ebee07/vsibench.json
controlled,D,"L0 Add, dec12",5%,0.05,82,47.25980014423642,51.31944444444445,59.737670514165785,67.98230088495576,36.01918465227818,52.816901408450704,51.1520737327189,47.08994708994709,43.43163538873995,28.350515463917525,34.627831715210355,47.22455207046864,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p05_26536146_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p05_26536146_2/0910_1803_eval_official_controlled_D_add_dec12_llm0_once_p05_26484327_2_26536146_2_vlm_3r_model_args_578d44/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p05_26536146_2/0910_1803_eval_official_controlled_D_add_dec12_llm0_once_p05_26484327_2_26536146_2_vlm_3r_model_args_578d44/vsibench.json
controlled,D,"L0 Add, dec12",25%,0.25,406,52.62795815954956,58.68055555555556,67.17733473242393,68.31858407079646,41.31894484412471,57.32394366197183,49.76958525345622,51.32275132275132,43.69973190348526,41.75257731958763,38.18770226537217,48.264022826564265,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p25_26536147_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p25_26536147_2/0910_1852_eval_official_controlled_D_add_dec12_llm0_once_p25_26484327_2_26536147_2_vlm_3r_model_args_69461e/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p25_26536147_2/0910_1852_eval_official_controlled_D_add_dec12_llm0_once_p25_26484327_2_26536147_2_vlm_3r_model_args_69461e/vsibench.json
controlled,D,"L0 Add, dec12",50%,0.5,811,57.11109512041814,61.701388888888886,67.8803777544596,70.23008849557523,43.53717026378897,64.08450704225352,63.594470046082954,60.05291005291006,51.742627345844504,45.36082474226804,45.63106796116505,58.46333581494584,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p50_26536148_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p50_26536148_2/0910_1853_eval_official_controlled_D_add_dec12_llm0_once_p50_26484327_2_26536148_2_vlm_3r_model_args_f61443/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/p50_26536148_2/0910_1853_eval_official_controlled_D_add_dec12_llm0_once_p50_26484327_2_26536148_2_vlm_3r_model_args_f61443/vsibench.json
controlled,D,"L0 Add, dec12",Final,1.0,1622,61.17079824298335,64.54861111111111,70.90241343126968,71.68141592920354,49.700239808153476,63.94366197183099,82.48847926267281,76.19047619047619,68.90080428954424,47.42268041237113,45.307443365695796,75.85991991423107,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/eval_26534805_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/eval_26534805_2/0910_1734_eval_official_controlled_D_add_dec12_llm0_once_26484327_2_26534805_2_vlm_3r_model_args_c0bccd/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_D_add_dec12_llm0_once_26484327_2/eval_26534805_2/0910_1734_eval_official_controlled_D_add_dec12_llm0_once_26484327_2_26534805_2_vlm_3r_model_args_c0bccd/vsibench.json
controlled,E,"L0/1/2 Add, dec12x3, site-specific",1%,0.01,17,37.80660846895835,26.006944444444446,43.053515215110174,48.849557522123895,27.829736211031175,43.38028169014084,47.926267281105986,46.03174603174603,33.24396782841823,37.11340206185567,33.81877022653722,42.40066038042341,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p01_26536149_3,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p01_26536149_3/0910_1659_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p01_26484327_3_26536149_3_vlm_3r_model_args_b6d171/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p01_26536149_3/0910_1659_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p01_26484327_3_26536149_3_vlm_3r_model_args_b6d171/vsibench.json
controlled,E,"L0/1/2 Add, dec12x3, site-specific",5%,0.05,82,48.44939980795283,52.04861111111111,61.101783840503664,69.5575221238938,36.34292565947243,53.52112676056338,52.07373271889401,47.08994708994709,43.16353887399464,26.804123711340207,40.77669902912621,47.44240622761191,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p05_26536150_3,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p05_26536150_3/0910_1702_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p05_26484327_3_26536150_3_vlm_3r_model_args_a36e8d/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p05_26536150_3/0910_1702_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p05_26484327_3_26536150_3_vlm_3r_model_args_a36e8d/vsibench.json
controlled,E,"L0/1/2 Add, dec12x3, site-specific",25%,0.25,406,52.81794441468583,60.45138888888889,65.6243441762854,68.14159292035397,41.8705035971223,58.309859154929576,52.53456221198156,53.70370370370371,46.38069705093834,37.628865979381445,39.64401294498382,50.8729876555412,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p25_26536151_3,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p25_26536151_3/0910_1708_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p25_26484327_3_26536151_3_vlm_3r_model_args_0e27f6/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p25_26536151_3/0910_1708_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p25_26484327_3_26536151_3_vlm_3r_model_args_0e27f6/vsibench.json
controlled,E,"L0/1/2 Add, dec12x3, site-specific",50%,0.5,811,59.26011773081029,62.18749999999999,66.69464847848899,70.37168141592922,49.90407673860911,63.098591549295776,82.02764976958525,80.95238095238095,72.11796246648794,43.81443298969072,39.64401294498382,78.36599772948472,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p50_26566828_3,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p50_26566828_3/0911_1722_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p50_26484327_3_26566828_3_vlm_3r_model_args_1acff0/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/p50_26566828_3/0911_1722_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_p50_26484327_3_26566828_3_vlm_3r_model_args_1acff0/vsibench.json
controlled,E,"L0/1/2 Add, dec12x3, site-specific",Final,1.0,1622,61.008630184756484,65.27777777777779,70.44071353620146,71.43362831858407,51.642685851318944,64.7887323943662,87.55760368663594,84.39153439153439,77.7479892761394,44.84536082474227,36.407766990291265,83.23237578476991,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/final_26566829_3,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/final_26566829_3/0911_1822_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_final_26484327_3_26566829_3_vlm_3r_model_args_a454de/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/controlled_fusion_official/controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_26484327_3/final_26566829_3/0911_1822_eval_official_controlled_E_add_dec12x3_llm0_1_2_repeat_siteproj_final_26484327_3_26566829_3_vlm_3r_model_args_a454de/vsibench.json
reference_half,F,"L0/1/2 Add, dec6/9/12",1%,0.01,17,37.99181552574135,22.916666666666664,46.358866736621195,49.73451327433629,28.225419664268586,45.352112676056336,48.38709677419355,47.354497354497354,31.903485254691688,36.597938144329895,32.200647249190936,42.548359794460865,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p01_26559619_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p01_26559619_1/0911_0619_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p01_26559613_1_26559619_1_vlm_3r_model_args_bb88a5/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p01_26559619_1/0911_0619_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p01_26559613_1_26559619_1_vlm_3r_model_args_bb88a5/vsibench.json
reference_half,F,"L0/1/2 Add, dec6/9/12",5%,0.05,82,48.14477244390045,51.84027777777778,61.57397691500525,69.22123893805309,37.90167865707434,51.83098591549295,53.45622119815668,48.67724867724868,42.62734584450402,27.31958762886598,37.2168284789644,48.253605239969794,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p05_26559620_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p05_26559620_1/0911_0618_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p05_26559613_1_26559620_1_vlm_3r_model_args_4a5e18/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p05_26559620_1/0911_0618_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p05_26559613_1_26559620_1_vlm_3r_model_args_4a5e18/vsibench.json
reference_half,F,"L0/1/2 Add, dec6/9/12",25%,0.25,406,53.646881885566835,60.83333333333333,66.99895068205667,68.19469026548673,42.9736211031175,58.16901408450704,55.29953917050692,54.761904761904766,45.30831099195711,38.144329896907216,42.07119741100323,51.789918308122935,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p25_26559621_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p25_26559621_1/0911_0624_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p25_26559613_1_26559621_1_vlm_3r_model_args_0b5465/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p25_26559621_1/0911_0624_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p25_26559613_1_26559621_1_vlm_3r_model_args_0b5465/vsibench.json
reference_half,F,"L0/1/2 Add, dec6/9/12",50%,0.5,811,59.02954749361977,62.291666666666664,67.37670514165792,71.04424778761062,47.38609112709832,63.521126760563384,82.94930875576037,82.53968253968253,72.38605898123325,43.29896907216495,38.02588996763754,79.29168342555872,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p50_26566841_1,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p50_26566841_1/0911_1632_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p50_26559613_1_26566841_1_vlm_3r_model_args_c4d537/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_F_spatialstack_add_dec6_9_12_llm0_1_2_26559613_1/p50_26566841_1/0911_1632_eval_official_reference_F_spatialstack_add_dec6_9_12_llm0_1_2_p50_26559613_1_26566841_1_vlm_3r_model_args_c4d537/vsibench.json
reference_half,G,"L0/1/2 Cross-attn, dec6/9/12",1%,0.01,17,36.889447256430564,26.041666666666668,45.110178384050364,45.309734513274336,28.693045563549163,42.95774647887324,48.38709677419355,45.5026455026455,34.316353887399465,36.597938144329895,27.669902912621357,42.73536538807951,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p01_26559623_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p01_26559623_2/0911_1543_eval_official_reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_p01_26559613_2_26559623_2_vlm_3r_model_args_db65e1/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p01_26559623_2/0911_1543_eval_official_reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_p01_26559613_2_26559623_2_vlm_3r_model_args_db65e1/vsibench.json
reference_half,G,"L0/1/2 Cross-attn, dec6/9/12",5%,0.05,82,46.43114593273584,48.4375,58.53095487932843,68.40707964601769,37.84172661870504,52.816901408450704,51.1520737327189,46.56084656084656,41.8230563002681,27.835051546391753,31.06796116504854,46.511992197944515,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p05_26559624_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p05_26559624_2/0911_1543_eval_official_reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_p05_26559613_2_26559624_2_vlm_3r_model_args_9e6419/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p05_26559624_2/0911_1543_eval_official_reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_p05_26559613_2_26559624_2_vlm_3r_model_args_9e6419/vsibench.json
reference_half,G,"L0/1/2 Cross-attn, dec6/9/12",25%,0.25,406,53.05473853710594,61.354166666666664,65.48793284365163,67.94690265486724,42.73381294964029,57.46478873239437,55.29953917050692,55.55555555555556,49.865951742627345,38.659793814432994,37.2168284789644,53.57368215622994,5130,288,953,565,834,710,217,378,373,194,618,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p25_26559625_2,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p25_26559625_2/0911_1543_eval_official_reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_p25_26559613_2_26559625_2_vlm_3r_model_args_f3936d/results.json,/gpfs/scratch1/shared/geusdd/VLM3R/logs/eval/reference_fusion_half_official/reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_26559613_2/p25_26559625_2/0911_1543_eval_official_reference_G_spatialstack_cross_attn_dec6_9_12_llm0_1_2_p25_26559613_2_26559625_2_vlm_3r_model_args_f3936d/vsibench.json
